WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Units,Scale,Value
716,STP,GGR,São Tomé and Príncipe,General government revenue,National currency,Billions,2.973
716,STP,GGR_NGDP,São Tomé and Príncipe,General government revenue,Percent of GDP,,29.015
716,STP,GGX,São Tomé and Príncipe,General government total expenditure,National currency,Billions,2.367
716,STP,GGX_NGDP,São Tomé and Príncipe,General government total expenditure,Percent of GDP,,23.098
716,STP,GGXCNL,São Tomé and Príncipe,General government net lending/borrowing,National currency,Billions,0.606
716,STP,GGXCNL_NGDP,São Tomé and Príncipe,General government net lending/borrowing,Percent of GDP,,5.917
716,STP,GGSB,São Tomé and Príncipe,General government structural balance,National currency,Billions,
716,STP,GGSB_NPGDP,São Tomé and Príncipe,General government structural balance,Percent of potential GDP,,
716,STP,GGXONLB,São Tomé and Príncipe,General government primary net lending/borrowing,National currency,Billions,0.642
716,STP,GGXONLB_NGDP,São Tomé and Príncipe,General government primary net lending/borrowing,Percent of GDP,,6.262
716,STP,GGXWDN,São Tomé and Príncipe,General government net debt,National currency,Billions,
716,STP,GGXWDN_NGDP,São Tomé and Príncipe,General government net debt,Percent of GDP,,
716,STP,GGXWDG,São Tomé and Príncipe,General government gross debt,National currency,Billions,8.339
716,STP,GGXWDG_NGDP,São Tomé and Príncipe,General government gross debt,Percent of GDP,,81.374
716,STP,NGDP_FY,São Tomé and Príncipe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,10.247
716,STP,BCA,São Tomé and Príncipe,Current account balance,U.S. dollars,Billions,-0.049
716,STP,BCA_NGDPD,São Tomé and Príncipe,Current account balance,Percent of GDP,,-10.251
456,SAU,NGDP_R,Saudi Arabia,"Gross domestic product, constant prices",National currency,Billions,"2,532.62"
456,SAU,NGDP_RPCH,Saudi Arabia,"Gross domestic product, constant prices",Percent change,,-4.138
456,SAU,NGDP,Saudi Arabia,"Gross domestic product, current prices",National currency,Billions,"2,637.63"
456,SAU,NGDPD,Saudi Arabia,"Gross domestic product, current prices",U.S. dollars,Billions,703.368
456,SAU,PPPGDP,Saudi Arabia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"1,628.53"
456,SAU,NGDP_D,Saudi Arabia,"Gross domestic product, deflator",Index,,104.146
456,SAU,NGDPRPC,Saudi Arabia,"Gross domestic product per capita, constant prices",National currency,Units,"72,332.90"
456,SAU,NGDPRPPPPC,Saudi Arabia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"44,096.75"
456,SAU,NGDPPC,Saudi Arabia,"Gross domestic product per capita, current prices",National currency,Units,"75,331.96"
456,SAU,NGDPDPC,Saudi Arabia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"20,088.52"
456,SAU,PPPPC,Saudi Arabia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"46,511.68"
456,SAU,NGAP_NPGDP,Saudi Arabia,Output gap in percent of potential GDP,Percent of potential GDP,,
456,SAU,PPPSH,Saudi Arabia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,1.229
456,SAU,PPPEX,Saudi Arabia,Implied PPP conversion rate,National currency per current international dollar,,1.62
456,SAU,NID_NGDP,Saudi Arabia,Total investment,Percent of GDP,,27.626
456,SAU,NGSD_NGDP,Saudi Arabia,Gross national savings,Percent of GDP,,24.56
456,SAU,PCPI,Saudi Arabia,"Inflation, average consumer prices",Index,,101.28
456,SAU,PCPIPCH,Saudi Arabia,"Inflation, average consumer prices",Percent change,,3.445
456,SAU,PCPIE,Saudi Arabia,"Inflation, end of period consumer prices",Index,,103.77
456,SAU,PCPIEPCH,Saudi Arabia,"Inflation, end of period consumer prices",Percent change,,5.329
456,SAU,TM_RPCH,Saudi Arabia,Volume of imports of goods and services,Percent change,,-16.139
456,SAU,TMG_RPCH,Saudi Arabia,Volume of Imports of goods,Percent change,,-9.504
456,SAU,TX_RPCH,Saudi Arabia,Volume of exports of goods and services,Percent change,,-13.449
456,SAU,TXG_RPCH,Saudi Arabia,Volume of exports of goods,Percent change,,-5.113
456,SAU,LUR,Saudi Arabia,Unemployment rate,Percent of total labor force,,7.4
456,SAU,LE,Saudi Arabia,Employment,Persons,Millions,
456,SAU,LP,Saudi Arabia,Population,Persons,Millions,35.013
456,SAU,GGR,Saudi Arabia,General government revenue,National currency,Billions,778.632
456,SAU,GGR_NGDP,Saudi Arabia,General government revenue,Percent of GDP,,29.52
456,SAU,GGX,Saudi Arabia,General government total expenditure,National currency,Billions,"1,075.73"
456,SAU,GGX_NGDP,Saudi Arabia,General government total expenditure,Percent of GDP,,40.784
456,SAU,GGXCNL,Saudi Arabia,General government net lending/borrowing,National currency,Billions,-297.102
456,SAU,GGXCNL_NGDP,Saudi Arabia,General government net lending/borrowing,Percent of GDP,,-11.264
456,SAU,GGSB,Saudi Arabia,General government structural balance,National currency,Billions,
456,SAU,GGSB_NPGDP,Saudi Arabia,General government structural balance,Percent of potential GDP,,
456,SAU,GGXONLB,Saudi Arabia,General government primary net lending/borrowing,National currency,Billions,-346.645
456,SAU,GGXONLB_NGDP,Saudi Arabia,General government primary net lending/borrowing,Percent of GDP,,-13.142
456,SAU,GGXWDN,Saudi Arabia,General government net debt,National currency,Billions,417.344
456,SAU,GGXWDN_NGDP,Saudi Arabia,General government net debt,Percent of GDP,,15.823
456,SAU,GGXWDG,Saudi Arabia,General government gross debt,National currency,Billions,853.909
456,SAU,GGXWDG_NGDP,Saudi Arabia,General government gross debt,Percent of GDP,,32.374
456,SAU,NGDP_FY,Saudi Arabia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"2,637.63"
456,SAU,BCA,Saudi Arabia,Current account balance,U.S. dollars,Billions,-21.565
456,SAU,BCA_NGDPD,Saudi Arabia,Current account balance,Percent of GDP,,-3.066
722,SEN,NGDP_R,Senegal,"Gross domestic product, constant prices",National currency,Billions,"13,372.00"
722,SEN,NGDP_RPCH,Senegal,"Gross domestic product, constant prices",Percent change,,1.326
722,SEN,NGDP,Senegal,"Gross domestic product, current prices",National currency,Billions,"14,101.00"
722,SEN,NGDPD,Senegal,"Gross domestic product, current prices",U.S. dollars,Billions,24.534
722,SEN,PPPGDP,Senegal,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,58.665
722,SEN,NGDP_D,Senegal,"Gross domestic product, deflator",Index,,105.452
722,SEN,NGDPRPC,Senegal,"Gross domestic product per capita, constant prices",National currency,Units,"798,617.77"
722,SEN,NGDPRPPPPC,Senegal,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"3,321.72"
722,SEN,NGDPPC,Senegal,"Gross domestic product per capita, current prices",National currency,Units,"842,155.93"
722,SEN,NGDPDPC,Senegal,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,465.24"
722,SEN,PPPPC,Senegal,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"3,503.63"
722,SEN,NGAP_NPGDP,Senegal,Output gap in percent of potential GDP,Percent of potential GDP,,
722,SEN,PPPSH,Senegal,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.044
722,SEN,PPPEX,Senegal,Implied PPP conversion rate,National currency per current international dollar,,240.367
722,SEN,NID_NGDP,Senegal,Total investment,Percent of GDP,,35.158
722,SEN,NGSD_NGDP,Senegal,Gross national savings,Percent of GDP,,24.291
722,SEN,PCPI,Senegal,"Inflation, average consumer prices",Index,,107.403
722,SEN,PCPIPCH,Senegal,"Inflation, average consumer prices",Percent change,,2.529
722,SEN,PCPIE,Senegal,"Inflation, end of period consumer prices",Index,,108.355
722,SEN,PCPIEPCH,Senegal,"Inflation, end of period consumer prices",Percent change,,2.433
722,SEN,TM_RPCH,Senegal,Volume of imports of goods and services,Percent change,,13.075
722,SEN,TMG_RPCH,Senegal,Volume of Imports of goods,Percent change,,7.15
722,SEN,TX_RPCH,Senegal,Volume of exports of goods and services,Percent change,,-9.279
722,SEN,TXG_RPCH,Senegal,Volume of exports of goods,Percent change,,0.743
722,SEN,LUR,Senegal,Unemployment rate,Percent of total labor force,,
722,SEN,LE,Senegal,Employment,Persons,Millions,
722,SEN,LP,Senegal,Population,Persons,Millions,16.744
722,SEN,GGR,Senegal,General government revenue,National currency,Billions,"2,842.64"
722,SEN,GGR_NGDP,Senegal,General government revenue,Percent of GDP,,20.159
722,SEN,GGX,Senegal,General government total expenditure,National currency,Billions,"3,745.75"
722,SEN,GGX_NGDP,Senegal,General government total expenditure,Percent of GDP,,26.564
722,SEN,GGXCNL,Senegal,General government net lending/borrowing,National currency,Billions,-903.11
722,SEN,GGXCNL_NGDP,Senegal,General government net lending/borrowing,Percent of GDP,,-6.405
722,SEN,GGSB,Senegal,General government structural balance,National currency,Billions,-903.11
722,SEN,GGSB_NPGDP,Senegal,General government structural balance,Percent of potential GDP,,
722,SEN,GGXONLB,Senegal,General government primary net lending/borrowing,National currency,Billions,-613.563
722,SEN,GGXONLB_NGDP,Senegal,General government primary net lending/borrowing,Percent of GDP,,-4.351
722,SEN,GGXWDN,Senegal,General government net debt,National currency,Billions,
722,SEN,GGXWDN_NGDP,Senegal,General government net debt,Percent of GDP,,
722,SEN,GGXWDG,Senegal,General government gross debt,National currency,Billions,"9,753.03"
722,SEN,GGXWDG_NGDP,Senegal,General government gross debt,Percent of GDP,,69.166
722,SEN,NGDP_FY,Senegal,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"14,101.00"
722,SEN,BCA,Senegal,Current account balance,U.S. dollars,Billions,-2.666
722,SEN,BCA_NGDPD,Senegal,Current account balance,Percent of GDP,,-10.867
942,SRB,NGDP_R,Serbia,"Gross domestic product, constant prices",National currency,Billions,"4,916.62"
942,SRB,NGDP_RPCH,Serbia,"Gross domestic product, constant prices",Percent change,,-0.945
942,SRB,NGDP,Serbia,"Gross domestic product, current prices",National currency,Billions,"5,502.22"
942,SRB,NGDPD,Serbia,"Gross domestic product, current prices",U.S. dollars,Billions,53.335
942,SRB,PPPGDP,Serbia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,132.925
942,SRB,NGDP_D,Serbia,"Gross domestic product, deflator",Index,,111.911
942,SRB,NGDPRPC,Serbia,"Gross domestic product per capita, constant prices",National currency,Units,"709,806.52"
942,SRB,NGDPRPPPPC,Serbia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"18,193.80"
942,SRB,NGDPPC,Serbia,"Gross domestic product per capita, current prices",National currency,Units,"794,348.28"
942,SRB,NGDPDPC,Serbia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"7,699.91"
942,SRB,PPPPC,Serbia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"19,190.17"
942,SRB,NGAP_NPGDP,Serbia,Output gap in percent of potential GDP,Percent of potential GDP,,
942,SRB,PPPSH,Serbia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.1
942,SRB,PPPEX,Serbia,Implied PPP conversion rate,National currency per current international dollar,,41.393
942,SRB,NID_NGDP,Serbia,Total investment,Percent of GDP,,24.196
942,SRB,NGSD_NGDP,Serbia,Gross national savings,Percent of GDP,,20.075
942,SRB,PCPI,Serbia,"Inflation, average consumer prices",Index,,200.01
942,SRB,PCPIPCH,Serbia,"Inflation, average consumer prices",Percent change,,1.575
942,SRB,PCPIE,Serbia,"Inflation, end of period consumer prices",Index,,197.585
942,SRB,PCPIEPCH,Serbia,"Inflation, end of period consumer prices",Percent change,,1.255
942,SRB,TM_RPCH,Serbia,Volume of imports of goods and services,Percent change,,-2.064
942,SRB,TMG_RPCH,Serbia,Volume of Imports of goods,Percent change,,0.269
942,SRB,TX_RPCH,Serbia,Volume of exports of goods and services,Percent change,,-5.373
942,SRB,TXG_RPCH,Serbia,Volume of exports of goods,Percent change,,-2.822
942,SRB,LUR,Serbia,Unemployment rate,Percent of total labor force,,10.093
942,SRB,LE,Serbia,Employment,Persons,Millions,
942,SRB,LP,Serbia,Population,Persons,Millions,6.927
942,SRB,GGR,Serbia,General government revenue,National currency,Billions,"2,254.96"
942,SRB,GGR_NGDP,Serbia,General government revenue,Percent of GDP,,40.983
942,SRB,GGX,Serbia,General government total expenditure,National currency,Billions,"2,653.44"
942,SRB,GGX_NGDP,Serbia,General government total expenditure,Percent of GDP,,48.225
942,SRB,GGXCNL,Serbia,General government net lending/borrowing,National currency,Billions,-398.482
942,SRB,GGXCNL_NGDP,Serbia,General government net lending/borrowing,Percent of GDP,,-7.242
942,SRB,GGSB,Serbia,General government structural balance,National currency,Billions,-331.867
942,SRB,GGSB_NPGDP,Serbia,General government structural balance,Percent of potential GDP,,-5.917
942,SRB,GGXONLB,Serbia,General government primary net lending/borrowing,National currency,Billions,-288.232
942,SRB,GGXONLB_NGDP,Serbia,General government primary net lending/borrowing,Percent of GDP,,-5.238
942,SRB,GGXWDN,Serbia,General government net debt,National currency,Billions,"2,977.58"
942,SRB,GGXWDN_NGDP,Serbia,General government net debt,Percent of GDP,,54.116
942,SRB,GGXWDG,Serbia,General government gross debt,National currency,Billions,"3,184.88"
942,SRB,GGXWDG_NGDP,Serbia,General government gross debt,Percent of GDP,,57.884
942,SRB,NGDP_FY,Serbia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"5,502.22"
942,SRB,BCA,Serbia,Current account balance,U.S. dollars,Billions,-2.198
942,SRB,BCA_NGDPD,Serbia,Current account balance,Percent of GDP,,-4.122
718,SYC,NGDP_R,Seychelles,"Gross domestic product, constant prices",National currency,Billions,20.196
718,SYC,NGDP_RPCH,Seychelles,"Gross domestic product, constant prices",Percent change,,-7.723
718,SYC,NGDP,Seychelles,"Gross domestic product, current prices",National currency,Billions,21.151
718,SYC,NGDPD,Seychelles,"Gross domestic product, current prices",U.S. dollars,Billions,1.202
718,SYC,PPPGDP,Seychelles,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,2.79
718,SYC,NGDP_D,Seychelles,"Gross domestic product, deflator",Index,,104.728
718,SYC,NGDPRPC,Seychelles,"Gross domestic product per capita, constant prices",National currency,Units,"207,753.34"
718,SYC,NGDPRPPPPC,Seychelles,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"27,213.25"
718,SYC,NGDPPC,Seychelles,"Gross domestic product per capita, current prices",National currency,Units,"217,576.81"
718,SYC,NGDPDPC,Seychelles,"Gross domestic product per capita, current prices",U.S. dollars,Units,"12,362.32"
718,SYC,PPPPC,Seychelles,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"28,703.56"
718,SYC,NGAP_NPGDP,Seychelles,Output gap in percent of potential GDP,Percent of potential GDP,,
718,SYC,PPPSH,Seychelles,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.002
718,SYC,PPPEX,Seychelles,Implied PPP conversion rate,National currency per current international dollar,,7.58
718,SYC,NID_NGDP,Seychelles,Total investment,Percent of GDP,,22.383
718,SYC,NGSD_NGDP,Seychelles,Gross national savings,Percent of GDP,,-0.627
718,SYC,PCPI,Seychelles,"Inflation, average consumer prices",Index,,113.18
718,SYC,PCPIPCH,Seychelles,"Inflation, average consumer prices",Percent change,,1.203
718,SYC,PCPIE,Seychelles,"Inflation, end of period consumer prices",Index,,116.411
718,SYC,PCPIEPCH,Seychelles,"Inflation, end of period consumer prices",Percent change,,3.784
718,SYC,TM_RPCH,Seychelles,Volume of imports of goods and services,Percent change,,-25.439
718,SYC,TMG_RPCH,Seychelles,Volume of Imports of goods,Percent change,,-18.326
718,SYC,TX_RPCH,Seychelles,Volume of exports of goods and services,Percent change,,-23.522
718,SYC,TXG_RPCH,Seychelles,Volume of exports of goods,Percent change,,17.637
718,SYC,LUR,Seychelles,Unemployment rate,Percent of total labor force,,3
718,SYC,LE,Seychelles,Employment,Persons,Millions,
718,SYC,LP,Seychelles,Population,Persons,Millions,0.097
718,SYC,GGR,Seychelles,General government revenue,National currency,Billions,7.543
718,SYC,GGR_NGDP,Seychelles,General government revenue,Percent of GDP,,35.662
718,SYC,GGX,Seychelles,General government total expenditure,National currency,Billions,11.217
718,SYC,GGX_NGDP,Seychelles,General government total expenditure,Percent of GDP,,53.035
718,SYC,GGXCNL,Seychelles,General government net lending/borrowing,National currency,Billions,-3.675
718,SYC,GGXCNL_NGDP,Seychelles,General government net lending/borrowing,Percent of GDP,,-17.373
718,SYC,GGSB,Seychelles,General government structural balance,National currency,Billions,
718,SYC,GGSB_NPGDP,Seychelles,General government structural balance,Percent of potential GDP,,
718,SYC,GGXONLB,Seychelles,General government primary net lending/borrowing,National currency,Billions,-3.051
718,SYC,GGXONLB_NGDP,Seychelles,General government primary net lending/borrowing,Percent of GDP,,-14.427
718,SYC,GGXWDN,Seychelles,General government net debt,National currency,Billions,17.03
718,SYC,GGXWDN_NGDP,Seychelles,General government net debt,Percent of GDP,,80.515
718,SYC,GGXWDG,Seychelles,General government gross debt,National currency,Billions,18.845
718,SYC,GGXWDG_NGDP,Seychelles,General government gross debt,Percent of GDP,,89.097
718,SYC,NGDP_FY,Seychelles,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,21.151
718,SYC,BCA,Seychelles,Current account balance,U.S. dollars,Billions,-0.277
718,SYC,BCA_NGDPD,Seychelles,Current account balance,Percent of GDP,,-23.01
724,SLE,NGDP_R,Sierra Leone,"Gross domestic product, constant prices",National currency,Billions,"10,007.75"
724,SLE,NGDP_RPCH,Sierra Leone,"Gross domestic product, constant prices",Percent change,,-1.969
724,SLE,NGDP,Sierra Leone,"Gross domestic product, current prices",National currency,Billions,"39,938.07"
724,SLE,NGDPD,Sierra Leone,"Gross domestic product, current prices",U.S. dollars,Billions,4.059
724,SLE,PPPGDP,Sierra Leone,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,13.776
724,SLE,NGDP_D,Sierra Leone,"Gross domestic product, deflator",Index,,399.072
724,SLE,NGDPRPC,Sierra Leone,"Gross domestic product per capita, constant prices",National currency,Units,"1,254,577.64"
724,SLE,NGDPRPPPPC,Sierra Leone,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"1,637.30"
724,SLE,NGDPPC,Sierra Leone,"Gross domestic product per capita, current prices",National currency,Units,"5,006,662.54"
724,SLE,NGDPDPC,Sierra Leone,"Gross domestic product per capita, current prices",U.S. dollars,Units,508.812
724,SLE,PPPPC,Sierra Leone,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"1,726.96"
724,SLE,NGAP_NPGDP,Sierra Leone,Output gap in percent of potential GDP,Percent of potential GDP,,
724,SLE,PPPSH,Sierra Leone,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.01
724,SLE,PPPEX,Sierra Leone,Implied PPP conversion rate,National currency per current international dollar,,"2,899.12"
724,SLE,NID_NGDP,Sierra Leone,Total investment,Percent of GDP,,16.577
724,SLE,NGSD_NGDP,Sierra Leone,Gross national savings,Percent of GDP,,9.786
724,SLE,PCPI,Sierra Leone,"Inflation, average consumer prices",Index,,306.024
724,SLE,PCPIPCH,Sierra Leone,"Inflation, average consumer prices",Percent change,,13.447
724,SLE,PCPIE,Sierra Leone,"Inflation, end of period consumer prices",Index,,310.58
724,SLE,PCPIEPCH,Sierra Leone,"Inflation, end of period consumer prices",Percent change,,10.448
724,SLE,TM_RPCH,Sierra Leone,Volume of imports of goods and services,Percent change,,-15.346
724,SLE,TMG_RPCH,Sierra Leone,Volume of Imports of goods,Percent change,,-4.516
724,SLE,TX_RPCH,Sierra Leone,Volume of exports of goods and services,Percent change,,-40.377
724,SLE,TXG_RPCH,Sierra Leone,Volume of exports of goods,Percent change,,-40.713
724,SLE,LUR,Sierra Leone,Unemployment rate,Percent of total labor force,,
724,SLE,LE,Sierra Leone,Employment,Persons,Millions,
724,SLE,LP,Sierra Leone,Population,Persons,Millions,7.977
724,SLE,GGR,Sierra Leone,General government revenue,National currency,Billions,"7,974.25"
724,SLE,GGR_NGDP,Sierra Leone,General government revenue,Percent of GDP,,19.967
724,SLE,GGX,Sierra Leone,General government total expenditure,National currency,Billions,"10,274.34"
724,SLE,GGX_NGDP,Sierra Leone,General government total expenditure,Percent of GDP,,25.726
724,SLE,GGXCNL,Sierra Leone,General government net lending/borrowing,National currency,Billions,"-2,300.09"
724,SLE,GGXCNL_NGDP,Sierra Leone,General government net lending/borrowing,Percent of GDP,,-5.759
724,SLE,GGSB,Sierra Leone,General government structural balance,National currency,Billions,
724,SLE,GGSB_NPGDP,Sierra Leone,General government structural balance,Percent of potential GDP,,
724,SLE,GGXONLB,Sierra Leone,General government primary net lending/borrowing,National currency,Billions,"-1,091.18"
724,SLE,GGXONLB_NGDP,Sierra Leone,General government primary net lending/borrowing,Percent of GDP,,-2.732
724,SLE,GGXWDN,Sierra Leone,General government net debt,National currency,Billions,
724,SLE,GGXWDN_NGDP,Sierra Leone,General government net debt,Percent of GDP,,
724,SLE,GGXWDG,Sierra Leone,General government gross debt,National currency,Billions,"30,484.94"
724,SLE,GGXWDG_NGDP,Sierra Leone,General government gross debt,Percent of GDP,,76.331
724,SLE,NGDP_FY,Sierra Leone,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"39,938.07"
724,SLE,BCA,Sierra Leone,Current account balance,U.S. dollars,Billions,-0.276
724,SLE,BCA_NGDPD,Sierra Leone,Current account balance,Percent of GDP,,-6.791
576,SGP,NGDP_R,Singapore,"Gross domestic product, constant prices",National currency,Billions,461.057
576,SGP,NGDP_RPCH,Singapore,"Gross domestic product, constant prices",Percent change,,-4.143
576,SGP,NGDP,Singapore,"Gross domestic product, current prices",National currency,Billions,476.405
576,SGP,NGDPD,Singapore,"Gross domestic product, current prices",U.S. dollars,Billions,345.286
576,SGP,PPPGDP,Singapore,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,566.768
576,SGP,NGDP_D,Singapore,"Gross domestic product, deflator",Index,,103.329
576,SGP,NGDPRPC,Singapore,"Gross domestic product per capita, constant prices",National currency,Units,"81,089.09"
576,SGP,NGDPRPPPPC,Singapore,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"94,505.64"
576,SGP,NGDPPC,Singapore,"Gross domestic product per capita, current prices",National currency,Units,"83,788.42"
576,SGP,NGDPDPC,Singapore,"Gross domestic product per capita, current prices",U.S. dollars,Units,"60,727.62"
576,SGP,PPPPC,Singapore,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"99,681.18"
576,SGP,NGAP_NPGDP,Singapore,Output gap in percent of potential GDP,Percent of potential GDP,,
576,SGP,PPPSH,Singapore,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.428
576,SGP,PPPEX,Singapore,Implied PPP conversion rate,National currency per current international dollar,,0.841
576,SGP,NID_NGDP,Singapore,Total investment,Percent of GDP,,22.454
576,SGP,NGSD_NGDP,Singapore,Gross national savings,Percent of GDP,,39.292
576,SGP,PCPI,Singapore,"Inflation, average consumer prices",Index,,99.818
576,SGP,PCPIPCH,Singapore,"Inflation, average consumer prices",Percent change,,-0.182
576,SGP,PCPIE,Singapore,"Inflation, end of period consumer prices",Index,,100.469
576,SGP,PCPIEPCH,Singapore,"Inflation, end of period consumer prices",Percent change,,0.024
576,SGP,TM_RPCH,Singapore,Volume of imports of goods and services,Percent change,,-2.285
576,SGP,TMG_RPCH,Singapore,Volume of Imports of goods,Percent change,,-1.942
576,SGP,TX_RPCH,Singapore,Volume of exports of goods and services,Percent change,,-0.247
576,SGP,TXG_RPCH,Singapore,Volume of exports of goods,Percent change,,1.617
576,SGP,LUR,Singapore,Unemployment rate,Percent of total labor force,,3
576,SGP,LE,Singapore,Employment,Persons,Millions,3.655
576,SGP,LP,Singapore,Population,Persons,Millions,5.686
576,SGP,GGR,Singapore,General government revenue,National currency,Billions,85.617
576,SGP,GGR_NGDP,Singapore,General government revenue,Percent of GDP,,17.852
576,SGP,GGX,Singapore,General government total expenditure,National currency,Billions,113.719
576,SGP,GGX_NGDP,Singapore,General government total expenditure,Percent of GDP,,23.711
576,SGP,GGXCNL,Singapore,General government net lending/borrowing,National currency,Billions,-28.102
576,SGP,GGXCNL_NGDP,Singapore,General government net lending/borrowing,Percent of GDP,,-5.859
576,SGP,GGSB,Singapore,General government structural balance,National currency,Billions,-33.755
576,SGP,GGSB_NPGDP,Singapore,General government structural balance,Percent of potential GDP,,-6.859
576,SGP,GGXONLB,Singapore,General government primary net lending/borrowing,National currency,Billions,
576,SGP,GGXONLB_NGDP,Singapore,General government primary net lending/borrowing,Percent of GDP,,
576,SGP,GGXWDN,Singapore,General government net debt,National currency,Billions,
576,SGP,GGXWDN_NGDP,Singapore,General government net debt,Percent of GDP,,
576,SGP,GGXWDG,Singapore,General government gross debt,National currency,Billions,729
576,SGP,GGXWDG_NGDP,Singapore,General government gross debt,Percent of GDP,,152.001
576,SGP,NGDP_FY,Singapore,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,479.602
576,SGP,BCA,Singapore,Current account balance,U.S. dollars,Billions,58.139
576,SGP,BCA_NGDPD,Singapore,Current account balance,Percent of GDP,,16.838
936,SVK,NGDP_R,Slovak Republic,"Gross domestic product, constant prices",National currency,Billions,85.415
936,SVK,NGDP_RPCH,Slovak Republic,"Gross domestic product, constant prices",Percent change,,-4.359
936,SVK,NGDP,Slovak Republic,"Gross domestic product, current prices",National currency,Billions,92.079
936,SVK,NGDPD,Slovak Republic,"Gross domestic product, current prices",U.S. dollars,Billions,105.088
936,SVK,PPPGDP,Slovak Republic,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,180.444
936,SVK,NGDP_D,Slovak Republic,"Gross domestic product, deflator",Index,,107.802
936,SVK,NGDPRPC,Slovak Republic,"Gross domestic product per capita, constant prices",National currency,Units,"15,649.87"
936,SVK,NGDPRPPPPC,Slovak Republic,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"31,344.62"
936,SVK,NGDPPC,Slovak Republic,"Gross domestic product per capita, current prices",National currency,Units,"16,870.90"
936,SVK,NGDPDPC,Slovak Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"19,254.45"
936,SVK,PPPPC,Slovak Republic,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"33,061.19"
936,SVK,NGAP_NPGDP,Slovak Republic,Output gap in percent of potential GDP,Percent of potential GDP,,-4.021
936,SVK,PPPSH,Slovak Republic,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.136
936,SVK,PPPEX,Slovak Republic,Implied PPP conversion rate,National currency per current international dollar,,0.51
936,SVK,NID_NGDP,Slovak Republic,Total investment,Percent of GDP,,18.859
936,SVK,NGSD_NGDP,Slovak Republic,Gross national savings,Percent of GDP,,18.961
936,SVK,PCPI,Slovak Republic,"Inflation, average consumer prices",Index,,108.462
936,SVK,PCPIPCH,Slovak Republic,"Inflation, average consumer prices",Percent change,,2.01
936,SVK,PCPIE,Slovak Republic,"Inflation, end of period consumer prices",Index,,108.97
936,SVK,PCPIEPCH,Slovak Republic,"Inflation, end of period consumer prices",Percent change,,1.594
936,SVK,TM_RPCH,Slovak Republic,Volume of imports of goods and services,Percent change,,-8.405
936,SVK,TMG_RPCH,Slovak Republic,Volume of Imports of goods,Percent change,,-6.848
936,SVK,TX_RPCH,Slovak Republic,Volume of exports of goods and services,Percent change,,-7.39
936,SVK,TXG_RPCH,Slovak Republic,Volume of exports of goods,Percent change,,-5.784
936,SVK,LUR,Slovak Republic,Unemployment rate,Percent of total labor force,,6.65
936,SVK,LE,Slovak Republic,Employment,Persons,Millions,2.399
936,SVK,LP,Slovak Republic,Population,Persons,Millions,5.458
936,SVK,GGR,Slovak Republic,General government revenue,National currency,Billions,36.882
936,SVK,GGR_NGDP,Slovak Republic,General government revenue,Percent of GDP,,40.055
