Title,CDID,CPIH division weights
CPIH: % points change over previous month (12 month rate): Furniture & hhold goo,L5HL,
CPIH: % points change over previous month (12 month rate): Health,L5HM,
CPIH: % points change over previous month (12 month rate): Housing & hhold servi,L5HK,
CPIH: % points change over previous month (12 month rate): Misc goods & services,L5HS,
CPIH: % points change over previous month (12 month rate): Recreation & culture,L5HP,
CPIH: % points change over previous month (12 month rate): Restaurants & hotels,L5HR,
CPIH: % points change over previous month (12 month rate): Transport,L5HN,
CPIH: Contribution to all items annual rate: Alcohol & tobacco,L5H6,
CPIH: Contribution to all items annual rate: Clothing & footwear,L5H7,
CPIH: Contribution to all items annual rate: Communication,L5HC,
CPIH: Contribution to all items annual rate: Education,L5HE,
CPIH: Contribution to all items annual rate: Food & non-alcoholic beverages,L5H5,
CPIH: Contribution to all items annual rate: Furniture & household goods,L5H9,
CPIH: Contribution to all items annual rate: Health,L5HA,
CPIH: Contribution to all items annual rate: Housing & household services,L5H8,
CPIH: Contribution to all items annual rate: Misc goods & services,L5HG,
CPIH: Contribution to all items annual rate: Recreation & culture,L5HD,
CPIH: Contribution to all items annual rate: Restaurants & hotels,L5HF,
CPIH: Contribution to all items annual rate: Transport,L5HB,
CPIH: Contribution to monthly change in all items index: Alcohol & tobacco,L5GS,
CPIH: Contribution to monthly change in all items index: Clothing & footwear,L5GT,
CPIH: Contribution to monthly change in all items index: Communication,L5GY,
CPIH: Contribution to monthly change in all items index: Education,L5H2,
CPIH: Contribution to monthly change in all items index: Food & non-alcoholic be,L5GR,
CPIH: Contribution to monthly change in all items index: Furniture & hhold goods,L5GV,
CPIH: Contribution to monthly change in all items index: Health,L5GW,
CPIH: Contribution to monthly change in all items index: Housing & hhold service,L5GU,
CPIH: Contribution to monthly change in all items index: Misc goods & services,L5H4,
CPIH: Contribution to monthly change in all items index: Recreation & Culture,L5GZ,
CPIH: Contribution to monthly change in all items index: Restaurant & hotels,L5H3,
CPIH: Contribution to monthly change in all items index: Transport,L5GX,
CPIH:% points change over previous month(12 month rate):Rounding effect(2015=100,L5GP,
CPIH:Contribution to all items annual rate: Rounding effect (2015=100),L5GO,
CPIH:Contribution to monthly change in all items index: Rounding effect(2015=100,L5GN,
CPIHMONTHLY RATE 06.1.2.1Pregnancy tests/mechanical contraceptive device2015=100,J42L,
CPIHMONTHLY RATE 07.3.2.2 Passenger transport taxi/hired car with driver2015=100,J436,
CPIHMONTHLYRATE 12.4.0.2Retire homes for elderly&residences for disabled2015=100,J489,
CPIHMONTHLYRATE 12.4.0.3Service to maintain people in their private home2015=100,J48B,
CPIHY ANNUAL RATE: 2015=100,L5IV,
CPIHY INDEX: 2015=100,L5IU,
CPIY: Index level (2015=100),EL2Q,
CPIY: percentage change over 1 month,EL2R,
CPIY: percentage change over 12 months,EL2S,
Difference between CPI and RPI - rounded 2015=100,DRA2,
Difference between CPI and RPI due to formula effect 2015=100,DRA9,
Difference between CPI and RPI due to other differences in coverage 2015=100,DRA8,
Difference between CPI and RPI due to other differences inc weights 2015=100,DRB2,
Difference between CPIH and RPI - rounded 2015=100,CPTD,
Difference between CPIH and RPI due to formula effect 2015=100,CPTJ,
Difference between CPIH and RPI due to other differences in coverage of goods & services 2015=100,CPTI,
Differences between CPI and RPI - unrounded 2015=100,DRA3,
Differences between CPI and RPI due to housing comp excl from CPI-total 2015=100,DRA4,
Differences between CPIH and RPI due to housing components excl from CPIH - Mortgage interest payments 2015=100,CPTG,
Differences between CPIH and RPI due to housing components excl from CPIH-other housing components 2015=100,CPTH,
Differences between CPIH and RPI due to housing components excl from CPIH-total 2015=100,CPTF,
Differences between CPIH and RPI due to other differences including weights 2015=100,CPTK,
Differences between CPIH and RPI unrounded 2015=100,CPTE,
Diffs between CPI and RPI due to housing comp excl from CPI - MIPs 2015=100,DRA5,
Diffs btwn CPI & RPI due to hse comp excl from CPI-other hse comp 2015=100,DRA7,
Formula Effect: All items RPI 1 month % change,CRFV,
Formula Effect: All items RPI 12 month % change,CRFU,
"Formula Effect: All items RPI, Index",CRFT,
HICP Annual Percentage Change - Austria 2015=100,D7SK,
HICP Annual Percentage Change - Belgium 2015=100,D7SL,
HICP Annual Percentage Change - Cyprus 2015=100,D7RO,
HICP Annual Percentage Change - Czech Republic 2015=100,D7RP,
HICP Annual Percentage Change - Denmark 2015=100,D7SM,
HICP Annual Percentage Change - Estonia 2015=100,D7RQ,
HICP Annual Percentage Change - EU 25 2005=100,D7RY,
HICP Annual Percentage Change - EU 28 2015=100,GJ2E,
HICP Annual percentage change - EU27 2015=100,FSL3,
HICP Annual Percentage Change - Finland 2015=100,D7SN,
HICP Annual Percentage Change - France 2015=100,D7SO,
HICP Annual Percentage Change - Germany 2015=100,D7SP,
HICP Annual Percentage Change - Greece 2015=100,D7SQ,
HICP Annual Percentage Change - Hungary 2015=100,D7RR,
HICP Annual Percentage Change - Ireland 2015=100,D7SS,
HICP Annual Percentage Change - Italy 2015=100,D7ST,
HICP Annual Percentage Change - Latvia 2015=100,D7RS,
HICP Annual Percentage Change - Lithuania 2015=100,D7RT,
HICP Annual Percentage Change - Luxembourg 2015=100,D7SU,
HICP Annual Percentage Change - Malta 2015=100,D7RU,
HICP Annual Percentage Change - MUICP Average 2015=100,D7SR,
HICP Annual Percentage Change - Netherlands 2015=100,D7SV,
HICP Annual Percentage Change - Poland 2015=100,D7RV,
HICP Annual Percentage Change - Portugal 2015=100,D7SX,
HICP Annual Percentage Change - Slovakia 2015=100,D7RW,
HICP Annual Percentage Change - Slovenia 2015=100,D7RX,
HICP Annual Percentage Change - Spain 2015=100,D7SY,
HICP Annual Percentage Change - Sweden 2015=100,D7SZ,
HICP Annual Percentage Change Bulgaria - 2015=100,GHY8,
HICP Annual Percentage Change Romania - 2015=100,GHY7,
Internal Purchasing Power of the pound (based on RPI) : 2006 =100,GB4Y,
Internal purchasing power of the pound (based on RPI): 1977=100,BAMJ,
Internal purchasing power of the pound (based on RPI): 1978=100,BAMK,
Internal purchasing power of the pound (based on RPI): 1979=100,BAML,
Internal purchasing power of the pound (based on RPI): 1980=100,BAMM,
Internal purchasing power of the pound (based on RPI): 1981=100,BAMN,
Internal purchasing power of the pound (based on RPI): 1982=100,BAMO,
Internal purchasing power of the pound (based on RPI): 1983=100,BAMP,
Internal purchasing power of the pound (based on RPI): 1984=100,BAMQ,
Internal purchasing power of the pound (based on RPI): 1985=100,BAMR,
Internal purchasing power of the pound (based on RPI): 1986=100,BAMS,
Internal purchasing power of the pound (based on RPI): 1987=100,BAMT,
Internal purchasing power of the pound (based on RPI): 1988=100,BAMU,
Internal purchasing power of the pound (based on RPI): 1989=100,BAMV,
Internal purchasing power of the pound (based on RPI): 1990=100,BAMW,
Internal purchasing power of the pound (based on RPI): 1991=100,BASX,
Internal purchasing power of the pound (based on RPI): 1992=100,CZVM,
Internal purchasing power of the pound (based on RPI): 1993=100,CBXX,
Internal purchasing power of the pound (based on RPI): 1994=100,DOFX,
Internal purchasing power of the pound (based on RPI): 1997=100,DTUL,
Internal purchasing power of the pound (based on RPI): 1998=100,CDQG,
Internal purchasing power of the pound (based on RPI): 2000 = 100,ZMHO,
Internal purchasing power of the pound (based on RPI): 2001=100,IKHI,
Internal purchasing power of the pound (based on RPI): 2002 = 100,FAUI,
Internal purchasing power of the pound (based on RPI): 2003=100,SEZH,
Internal purchasing power of the pound (based on RPI): 2004=100,C687,
Internal Purchasing Power of the Pound (based on RPI): 2005=100,E9AO,
Internal purchasing power of the pound (based on RPI): 2007 = 100,HT4R,
Internal purchasing power of the pound (based on RPI): 2008 = 100,J5TL,
Internal purchasing power of the pound (based on RPI): 2009=100,JRT3,
Internal purchasing power of the pound (based on RPI):1995=100,DOHR,
Internal purchasing power of the pound (based on RPI):1996=100,DOLM,
International purchasing power of the pound (based on RPI): 1999=100,JKZZ,
MONTH RATE 07.3.2/6 : PASSENGER TRANSPORT BY ROAD & OTHER TRANSPORT SERV,L5BO,
MONTHLY RATE 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERV,D7M9,
MONTHLY RATE 09.2.1/2/3 : MAJOR DURABLES FOR IN/OUTDOOR RECREATION & MAINTENANCE 2015=100,D7N5,
"MONTHLY RATE 11.2.0.2 Holiday/camping sites, youth hostels & similar accom serv 2015=100",L82I,
Purchasing Power of the Pound 2010,K9AD,
Retail Prices Index: Long run series: 1947 to 2019,CDKO,
Retail Prices Index: Long run series: annual percentage change,CDSI,
RPI : Petrol and Oil (including fuel oil) (Jan 1987=100),CHOL,
"RPI :Ave price - Milk: Pasteurised, per pint",CZNT,
RPI All Items Excl Mortgage Interest (RPIX): Percentage change over 12 months,CDKQ,
RPI All Items Index Excl Mortgage Interest (RPIX): Jan 1987=100,CHMK,
RPI All Items Index: Jan 1987=100,CHAW,
RPI All Items: Percentage change over 12 months: Jan 1987=100,CZBH,
"RPI Average price- Home killed lamb shoulder, with/without bone, per kg",FV2K,
RPI: Alcohol & tobacco (Jan 1987=100),CHBT,
RPI: Alcoholic drink (Jan 1987=100),CHBD,
RPI: alcoholic drink: beer (Jan 1987=100),DOBH,
RPI: alcoholic drink: beer off sales (Jan 1987=100),DOBJ,
RPI: alcoholic drink: beer on sales (Jan 1987=100),DOBI,
RPI: alcoholic drink: wines & spirits (Jan 1987=100),DOBK,
RPI: alcoholic drink: wines & spirits off sales (Jan 1987=100),DOBM,
RPI: alcoholic drink: wines & spirits on sales (Jan 1987=100),DOBL,
RPI: All Goods (Jan 1987=100),CHOF,
RPI: All items exc. food (Jan 1987=100),CHAY,
RPI: All items exc. housing (Jan 1987=100),CHAZ,
RPI: all items exc. morgage interest payments and depreciation (Jan 1987=100),CHON,
RPI: All items exc. seasonal food (Jan 1987=100),CHAX,
RPI: All Services (Jan 1987=100),CHOG,
"RPI: Ave price - Apples, cooking, per Kg",CZMZ,
"RPI: Ave price - Apples, dessert, per Kg",CZMY,
"RPI: Ave price - Avocado pear, each",DOHT,
"RPI: Ave price - Bacon: Back per Kg,",DOIF,
"RPI: Ave price - Bacon: Gammon, per Kg",CZOU,
"RPI: Ave price - Bananas, per Kg,",CZMV,
"RPI: Ave Price - Beef: Braising Steak, per Kg",JTTA,
"RPI: Ave price - Beef: home-killed, best beef mince, per Kg",CZPI,
"RPI: Ave price - Beef: home-killed, rump steak, per Kg",CZPF,
"RPI: Ave price - Beef: home-killed, topside, per Kg",CZPH,
"RPI: Ave price - Bread: large wholemeal loaf, sliced, 800g",VKYU,
"RPI: Ave price - Bread: white loaf, sliced, 800g",CZOH,
"RPI: Ave price - Bread: white loaf, unwrapped, 800g",CZOG,
RPI: Ave price - Broccoli,GK8E,
"RPI: Ave price - Brussel sprouts, per Kg (ends Jan 2007)",CZNF,
"RPI: Ave Price - Butter Block, per 250g",KW9B,
"RPI: Ave price - Butter: Home produced, per 250g",CZOB,
RPI: Ave price - Butter: imported per 250g,DOHX,
"RPI: Ave price - Cabbage, hearts, per Kg",CZNH,
"RPI: Ave price - Carrots, per Kg",CZNE,
"RPI: Ave price - Cauliflower, each",CZNG,
"RPI: Ave price - Cheese: cheddar type, per Kg",CZNW,
"RPI: Ave price - Chicken: roasting, ovn ready, frsh/chilld, Kg",CZOM,
RPI: Ave price - Cigarettes 20 king size filter,CZMP,
"RPI: Ave price - Coal, per 50 Kg",CZMO,
"RPI: Ave price - Coffee: ground (filter fine), per 227g",CZNO,
"RPI: Ave price - Coffee: pure, instant, per 100g",CZNP,
"RPI: Ave price - Cucumber, each",CZNB,
"RPI: Ave price - Draught bitter, per pint",CZMT,
"RPI: Ave price - Draught lager, per pint",CZMS,
"RPI: Ave price - Eggs: Large, free range, per dozen",J9DM,
"RPI: Ave price - Eggs: size 4 (55-60g), per dozen",CZNU,
"RPI: Ave price - Flour: self raising, per 1.5 Kg",CZOC,
"RPI: Ave price - Grapefruit, each",DOHN,
"RPI: Ave price - Grapes, per Kg",CZMU,
"RPI: Ave price - Ham (not shoulder), per 113g",CZOR,
"RPI: Ave price - Heating oil, per 1000 litres",KJ5U,
"RPI: Ave price - Lamb: Home killed, loin chops/steak per kg",N3HS,
"RPI: Ave price - Lamb: home-killed, loin (with bone), per Kg",CZPD,
"RPI: Ave price - Lamb: home-killed, shoulder inc bone, Kg",CZPC,
"RPI: Ave price - Lamb: imported (frozen), leg inc bone, per Kg",CZOZ,
"RPI: Ave price - Lamb: imported, frozen, loin inc bone, per Kg",CZPA,
"RPI: Ave price - Lettuce - Iceberg, each",CZNA,
RPI: Ave price - Margarine/Low fat spread per 500g,DOIB,
"RPI: Ave price - Mushrooms, per Kg",CZNC,
"RPI: Ave price - Onions, per Kg",CZND,
"RPI: Ave price - Oranges, each (per Kg prior to Feb 1988)",CZMW,
"RPI: Ave price - Pears, dessert, per Kg",CZMX,
"RPI: Ave price - Pork: home-killed, boneless shoulder, per Kg",DOLN,
"RPI: Ave price - Pork: home-killed, loin (with bone), per Kg",CZOX,
"RPI: Ave price - Potatoes, new loose, per Kg",CZNK,
"RPI: Ave Price - Potatoes, old white, per kg",VKYY,
"RPI: Ave price - Salmon fillets, per Kg",ZPTX,
"RPI: Ave price - Sausages: pork, per Kg",CZOQ,
RPI: Ave price - Smokeless fuel per 50 Kg,CZMN,
"RPI: Ave price - Sugar: Granulated, per Kg",CZNN,
"RPI: Ave price - Tea bags, per 250g",CZNQ,
"RPI: Ave price - Tomatoes, per Kg",CZNJ,
"RPI: Ave price - Ultra low sulphur diesel, per litre (Derv prior to Feb 2000)",CZML,
"RPI: Ave price - Ultra low sulphur/Unleaded petrol, per litre",CZMK,
RPI: Ave price - Whisky per nip,CZMR,
"RPI: Ave price - White fish fillets, per Kg (cod prior Feb 02)",CZOL,
"RPI: Ave price - Wine, per 175ml glass",KEF4,
"RPI: Ave Price: Butter Spreadable, per 500g",KW9A,
"RPI: Average price - Beef, Roasting joint, per Kg",FSI9,
"RPI: Average Price - Coffee sachets, pack, 70 - 200g eg latte/cappuccino",FV2O,
RPI: Catering (Jan 1987=100),CHBC,
RPI: catering: canteen meals (Jan 1987=100),DOBF,
RPI: catering: restaurant meals (Jan 1987=100),DOBE,
RPI: catering: take-aways & snacks (Jan 1987=100),DOBG,
RPI: Cigarettes & tobacco (Jan 1987=100),CHBE,
RPI: cigarettes & tobacco: cigarettes (Jan 1987=100),DOBN,
RPI: cigarettes & tobacco: other tobacco (Jan 1987=100),DOBO,
RPI: Clothing & footwear (Jan 1987=100),CHBJ,
RPI: clothing & footwear: childrens outerwear (Jan 1987=100),DOCM,
RPI: clothing & footwear: footwear (Jan 1987=100),DOCO,
RPI: clothing & footwear: mens outerwear (Jan 1987=100),DOCK,
RPI: clothing & footwear: other clothing (Jan 1987=100),DOCN,
RPI: clothing & footwear: womens outerwear (Jan 1987=100),DOCL,
RPI: Consumer durables (Jan 1987=100),CHBY,
RPI: Fares & other travel costs (Jan 1987=100),CHBR,
RPI: fares & other travel costs: bus & coach fares (Jan 1987=100),DOCX,
RPI: fares & other travel costs: other travel costs (Jan 1987=100),DOCY,
RPI: fares & other travel costs: rail fares (Jan 1987=100),DOCW,
RPI: Food & catering (Jan 1987=100),CHBS,
RPI: food: bacon (Jan 1987=100),DOAH,
RPI: food: beef (Jan 1987=100),DOAD,
RPI: food: biscuits & cakes (Jan 1987=100),DOAC,
RPI: food: bread (Jan 1987=100),DOAA,
RPI: food: butter (Jan 1987=100),DOAM,
RPI: food: cereals (Jan 1987=100),DOAB,
RPI: food: cheese (Jan 1987=100),DOAO,
RPI: food: coffee and other hot drinks (Jan 1987=100),DOAT,
RPI: food: eggs (Jan 1987=100),DOAP,
RPI: food: fish (Jan 1987=100),DOAK,
RPI: food: fresh fish (Jan 1987=100),DOAL,
RPI: food: fresh fruit (Jan 1987=100),DOBC,
RPI: food: fresh milk (Jan 1987=100),DOAQ,
RPI: food: fruit (Jan 1987=100),DOBB,
RPI: food: home-killed lamb (Jan 1987=100),DOAF,
RPI: food: lamb (Jan 1987=100),DOAE,
RPI: food: milk products (Jan 1987=100),DOAR,
RPI: food: oils & fats (Jan 1987=100),DOAN,
RPI: food: other foods (Jan 1987=100),DOBD,
RPI: food: other fresh vegetables (Jan 1987=100),DOBA,
RPI: food: other meat (Jan 1987=100),DOAJ,
RPI: food: pork (Jan 1987=100),DOAG,
RPI: food: potatoes (Jan 1987=100),DOAX,
RPI: food: poultry (Jan 1987=100),DOAI,
RPI: food: soft drinks (Jan 1987=100),DOAU,
RPI: food: sugar & preserves (Jan 1987=100),DOAV,
RPI: food: sweets & chocolates (Jan 1987=100),DOAW,
RPI: food: tea (Jan 1987=100),DOAS,
RPI: food: unprocessed potatoes (Jan 1987=100),DOAY,
RPI: food: vegetables (Jan 1987=100),DOAZ,
RPI: Fuel & light (Jan 1987=100),CHBG,
RPI: fuel & light: coal & solid fuels (Jan 1987=100),DOBW,
RPI: fuel & light: electricity (Jan 1987=100),DOBX,
RPI: fuel & light: gas (Jan 1987=100),DOBY,
RPI: fuel & light: oil & other fuel (Jan 1987=100),DOBZ,
RPI: Household goods (Jan 1987=100),CHBH,
RPI: household goods: electrical appliances (Jan 1987=100),DOCC,
RPI: household goods: furnishings (Jan 1987=100),DOCB,
RPI: household goods: furniture (Jan 1987=100),DOCA,
RPI: household goods: household consumables (Jan 1987=100),DOCE,
RPI: household goods: other household equipment (Jan 1987=100),DOCD,
RPI: household goods: pet care (Jan 1987=100),DOCF,
RPI: Household services (Jan 1987=100),CHBI,
RPI: household services: domestic services (Jan 1987=100),DOCI,
RPI: household services: fees & subscriptions (Jan 1987=100),DOCJ,
RPI: household services: postage (Jan 1987=100),DOCG,
RPI: household services: telephones & telemessages (Jan 1987=100),DOCH,
RPI: Housing & household expenditure (Jan 1987=100),CHBU,
RPI: Housing (Jan 1987=100),CHBF,
RPI: housing: council tax & rates (Jan 1987=100),DOBR,
RPI: housing: depreciation(Jan 1995=100),CHOO,
RPI: housing: DIY materials (Jan 1987=100),DOBU,
RPI: housing: dwelling insurance & ground rent (Jan 1987=100),DOBV,
RPI: housing: mortgage interest payments (Jan 1987=100),DOBQ,
RPI: housing: rent (Jan 1987=100),DOBP,
RPI: housing: repairs & maintenance charges (Jan 1987=100),DOBT,
RPI: housing: water & other charges (Jan 1987=100),DOBS,
RPI: Imported lamb (Jan 1987=100),IBUQ,
RPI: Leisure goods (Jan 1987=100),CHBL,
RPI: leisure goods: audio-visual equipment (Jan 1987=100),DOCZ,
RPI: leisure goods: books & newspapers (Jan 1987=100),DODC,
RPI: leisure goods: CDs records & tapes (Jan 1987=100),DODA,
RPI: leisure goods: gardening products (Jan 1987=100),DODD,
"RPI: leisure goods: toys, photographic & sports goods (Jan 1987=100)",DODB,
RPI: Leisure services (Jan 1987=100),CHBM,
RPI: leisure services: entertainment & other recreation (Jan 1987=100),DODF,
RPI: Leisure services: foreign holidays (Jan 1993=100),CHMQ,
RPI: leisure services: television licences (Jan 1987=100),DODE,
RPI: Leisure services: UK Holidays (Jan 1994=100),CHMS,
RPI: Motoring expenditure (Jan 1987=100),CHBK,
RPI: motoring expenditure: maintenance of motor vehicles (Jan 1987=100),DOCT,
RPI: motoring expenditure: petrol & oil (Jan 1987=100),DOCU,
RPI: motoring expenditure: purchase of motor vehicles (Jan 1987=100),DOCS,
RPI: motoring expenditure: vehicle tax & insurance (Jan 1987=100),DOCV,
RPI: Non-seasonal food (Jan 1987=100),CHBB,
RPI: Non-Shop Services (Jan 1987=100),CHOJ,
RPI: Other Goods (Jan 1987=100),CHOK,
RPI: Percentage change over 1 month - all items exc MIPS and indirect taxes,DOGC,
RPI: Percentage change over 1 month - All items exc. MIPs and depreciation,DOGU,
RPI: Percentage change over 1 month - All Services,DOGK,
RPI: Percentage change over 1 month - Audio-visual equipment,SGUD,
RPI: Percentage change over 1 month - Bacon,SGEY,
RPI: Percentage change over 1 month - Beef,SGEJ,
RPI: Percentage change over 1 month - Beer,SGIM,
RPI: Percentage change over 1 month - Beer off sales,SGIP,
RPI: Percentage change over 1 month - Beer on sales,SGIN,
RPI: Percentage change over 1 month - Biscuits and cakes,SGEI,
RPI: Percentage change over 1 month - Books and newspapers,SGUV,
RPI: Percentage change over 1 month - Bread,SGDV,
RPI: Percentage change over 1 month - Bus and coach fares,SGUA,
RPI: Percentage change over 1 month - Butter,SGFQ,
RPI: Percentage change over 1 month - Canteen meals,SGIA,
RPI: Percentage change over 1 month - CDs and tapes,SGUG,
RPI: Percentage change over 1 month - Cereals,SGEF,
RPI: Percentage change over 1 month - Cheese,SGFU,
RPI: Percentage change over 1 month - Chemist goods,SGTD,
RPI: Percentage change over 1 month - Children's outerwear,SGSO,
RPI: Percentage change over 1 month - Cigarettes,SGPA,
RPI: Percentage change over 1 month - Coal and solid fuels,SGQH,
RPI: Percentage change over 1 month - Coffee and other hot drinks,SGGN,
RPI: Percentage change over 1 month - Council tax and rates,SGPR,
RPI: Percentage change over 1 month - Depreciation,SGPQ,
RPI: Percentage change over 1 month - Do-it-yourself materials,SGQF,
RPI: Percentage change over 1 month - Domestic services,SGRY,
RPI: Percentage change over 1 month - Dwelling insurance and ground rent,SGQG,
RPI: Percentage change over 1 month - Eggs,SGFW,
RPI: Percentage change over 1 month - Electrical appliances,SGRD,
RPI: Percentage change over 1 month - Electricity,SGQL,
RPI: Percentage change over 1 month - Entertainment and other recreations,SGVI,
RPI: Percentage change over 1 month - Fees and subscriptions,SGSA,
RPI: Percentage change over 1 month - Fish,SGFF,
RPI: Percentage change over 1 month - Food,CDKP,
RPI: Percentage change over 1 month - Footwear,SGSR,
RPI: Percentage change over 1 month - Foreign holidays,SGVL,
RPI: Percentage change over 1 month - Fresh fish,SGFH,
RPI: Percentage change over 1 month - Fresh fruit,SGHS,
RPI: Percentage change over 1 month - Fruit,SGHR,
RPI: Percentage change over 1 month - Furnishings,SGRC,
RPI: Percentage change over 1 month - Furniture,SGQZ,
RPI: Percentage change over 1 month - Gardening products,SGUX,
RPI: Percentage change over 1 month - Gas,SGQN,
RPI: Percentage change over 1 month - Home-killed lamb,SGEM,
RPI: Percentage change over 1 month - Household consumables,SGRG,
RPI: Percentage change over 1 month - Imported lamb,WSWB,
RPI: Percentage change over 1 month - Lamb,SGEL,
RPI: Percentage change over 1 month - Maintenance of motor vehicles,SGTL,
RPI: Percentage change over 1 month - Men's outerwear,SGSK,
RPI: Percentage change over 1 month - Milk fresh,SGFX,
RPI: Percentage change over 1 month - Milk products,SGGH,
RPI: Percentage change over 1 month - Mortgage interest payments,SGPN,
RPI: Percentage change over 1 month - Oil and other fuels,SGQP,
RPI: Percentage change over 1 month - Oils and fats,SGFT,
RPI: Percentage change over 1 month - Other clothing,SGSQ,
RPI: Percentage change over 1 month - Other foods,SGHW,
RPI: Percentage change over 1 month - Other fresh vegetables,SGHQ,
RPI: Percentage change over 1 month - Other household equipment,SGRF,
RPI: Percentage change over 1 month - Other meat,SGFD,
RPI: Percentage change over 1 month - Other travel costs,SGUC,
RPI: Percentage change over 1 month - Personal articles,SGTC,
RPI: Percentage change over 1 month - Personal services,SGTE,
RPI: Percentage change over 1 month - Pet care,SGRJ,
RPI: Percentage change over 1 month - Petrol and oil,SGTN,
RPI: Percentage change over 1 month - Pork,SGEX,
RPI: Percentage change over 1 month - Postage,SGRS,
RPI: Percentage change over 1 month - Potato products,WSWQ,
RPI: Percentage change over 1 month - Potatoes,SGHC,
RPI: Percentage change over 1 month - Poultry,SGEZ,
RPI: Percentage change over 1 month - Processed fish,WSWP,
RPI: Percentage change over 1 month - Processed fruit,WSWS,
RPI: Percentage change over 1 month - Processed vegetables,WSWR,
RPI: Percentage change over 1 month - Purchase of motor vehicles,SGTI,
RPI: Percentage change over 1 month - Rail fares,SGTZ,
RPI: Percentage change over 1 month - Rent,SGPE,
RPI: Percentage change over 1 month - Repairs and maintenance charges,SGPU,
RPI: Percentage change over 1 month - Restaurant meals,SGHY,
RPI: Percentage change over 1 month - Soft drinks,SGGP,
RPI: Percentage change over 1 month - Sugar and preserves,SGGY,
RPI: Percentage change over 1 month - Sweets and chocolates,SGHB,
RPI: Percentage change over 1 month - Take-away meals and snacks,SGIJ,
RPI: Percentage change over 1 month - Tea,SGGL,
"RPI: Percentage change over 1 month - Telephone, telemessages, etc",SGRW,
RPI: Percentage change over 1 month - Television licences and rentals,SGUZ,
RPI: Percentage change over 1 month - Tobacco,SGPC,
"RPI: Percentage change over 1 month - Toys, photographic and sports goods",SGUQ,
RPI: Percentage change over 1 month - UK holidays,SGVM,
RPI: Percentage change over 1 month - Unprocessed potatoes,SGHE,
RPI: Percentage change over 1 month - Vegetables,SGHF,
RPI: Percentage change over 1 month - Vehicle tax and insurance,SGTW,
RPI: Percentage change over 1 month - Water and other charges,SGPT,
RPI: Percentage change over 1 month - Wine & spirits on sales,SGON,
RPI: Percentage change over 1 month - Wine and spirits,SGIQ,
RPI: Percentage change over 1 month - Wine and spirits off sales,SGOW,
RPI: Percentage change over 1 month - Women's outerwear,SGSN,
RPI: Percentage change over 12 months - All goods,DOGD,
RPI: Percentage change over 12 months - All Services,DOGE,
RPI: Percentage change over 12 months - Depreciation,DOGV,
RPI: Percentage change over 12 months - Foreign holidays,CDKN,
RPI: Percentage change over 12 months - Imported lamb,WSFN,
RPI: Percentage change over 12 months - Non-Shop services,DOGH,
RPI: Percentage change over 12 months - Other goods,DOGI,
RPI: Percentage change over 12 months - Petrol and Oil incl Fuel Oil,DOGQ,
RPI: Percentage change over 12 months - Potato products,WSFQ,
RPI: Percentage change over 12 months - Processed fish,WSFP,
RPI: Percentage change over 12 months - Processed fruit,WSFV,
RPI: Percentage change over 12 months - Processed vegetables,WSFU,
RPI: Percentage change over 12 months - Shop Services,DOGG,
RPI: Percentage change over 12 months - Utilities,DOGF,
RPI: Percentage change over 12 months-All items exc. MIPs and depreciation,DOGT,
RPI: Percentage changes over 1 month - All goods,DOGJ,
RPI: Personal expenditure (Jan 1987=100),CHBV,
RPI: Personal goods & services (Jan 1987=100),CHBQ,
RPI: personal goods & services: chemists goods (Jan 1987=100),DOCQ,
RPI: personal goods & services: personal articles (Jan 1987=100),DOCP,
RPI: personal goods & services: personal services (Jan 1987=100),DOCR,
RPI: Potato products (Jan 1987=100),IBUS,
RPI: Processed fish (Jan 1987=100),IBUR,
RPI: Processed fruit (Jan 1987=100),IBUU,
RPI: Processed vegetables (Jan 1987=100),IBUT,
RPI: SA all items exc. MIPs and indirect taxes (SARPIY): % change over 1 month,CDSO,
RPI: SA all items exc. MIPs and indirect taxes (SARPIY): % change over 12 months,CDSL,
RPI: Seasonal food (Jan 1987=100),CHBP,
RPI: Shop Services (Jan 1987=100),CHOI,
RPI: Total food (Jan 1987=100),CHBA,
RPI: Travel & leisure (Jan 1987=100),CHBW,
RPI: Utilities (Jan 1987=100),CHOH,
RPI:all items ex. mortgage interest payments & council tax (Jan 87=100),DQAD,
RPI:All items exc mortgage int payments and indirect taxes (RPIY) (Jan 1987=100),CBZW,
RPI:Contribution to all items annual rate: - Alcoholic drink,CZGH,
RPI:Contribution to all items annual rate: - Catering,CZGG,
RPI:Contribution to all items annual rate: - Clothing and footwear,CZGN,
RPI:Contribution to all items annual rate: - Fares and other travel costs,CZGQ,
RPI:Contribution to all items annual rate: - Food,CZGF,
RPI:Contribution to all items annual rate: - Fuel and Light,CZGK,
RPI:Contribution to all items annual rate: - Household goods,CZGL,
RPI:Contribution to all items annual rate: - Household services,CZGM,
RPI:Contribution to all items annual rate: - Housing,CZGJ,
RPI:Contribution to all items annual rate: - Leisure goods,CZGR,
RPI:Contribution to all items annual rate: - Leisure services,CZGS,
RPI:Contribution to all items annual rate: - Motoring expenditure,CZGP,
RPI:Contribution to all items annual rate: - Personal goods and services,CZGO,
RPI:Contribution to all items annual rate: - Rounding effects,CZGT,
